✏️s/🔌️plugins/🧩️puzzle/📦️packages/🦀️rust/././../../🗿️artifacts/🧊️3d/🏅️standards/🔖️1/🪆️subsets/✳️any/✏️editor/🌉️wasm/🦀️component.rs	37	E0599	`impl Future<Output = Result<CommandReceipt, VcsError>>` is not an iterator
✏️s/🔌️plugins/🧩️puzzle/📦️packages/🦀️rust/././../../🗿️artifacts/🧊️3d/🏅️standards/🔖️1/🪆️subsets/✳️any/✏️editor/🌉️wasm/🦀️component.rs	42	E0599	`impl Future<Output = Result<CommandReceipt, VcsError>>` is not an iterator
✏️s/🔌️plugins/🧩️puzzle/📦️packages/🦀️rust/././../../🗿️artifacts/🧊️3d/🏅️standards/🔖️1/🪆️subsets/✳️any/✏️editor/🌉️wasm/🦀️component.rs	47	E0599	no method named `map_err` found for opaque type `impl Future<Output = Result<std::string::String, VcsError>>` in the current scope
✏️s/🔌️plugins/🧩️puzzle/📦️packages/🦀️rust/././../../🗿️artifacts/🧊️3d/🏅️standards/🔖️1/🪆️subsets/✳️any/✏️editor/🌉️wasm/🦀️component.rs	52	E0599	no method named `map_err` found for opaque type `impl Future<Output = Result<std::string::String, VcsError>>` in the current scope
✏️s/🔌️plugins/🧩️puzzle/📦️packages/🦀️rust/././../../🗿️artifacts/🧊️3d/🏅️standards/🔖️1/🪆️subsets/✳️any/✏️editor/🌉️wasm/🦀️component.rs	57	E0605	non-primitive cast: `impl Future<Output = u64>` as `u32`
✏️s/🔌️plugins/🧩️puzzle/📦️packages/🦀️rust/././../../🗿️artifacts/🖐️5d/🏅️standards/🔖️1/🪆️subsets/✳️any/✏️editor/🌉️wasm/🦀️component.rs	32	E0308	mismatched types
✏️s/🔌️plugins/🧩️puzzle/📦️packages/🦀️rust/././../../🗿️artifacts/🖐️5d/🏅️standards/🔖️1/🪆️subsets/✳️any/✏️editor/🌉️wasm/🦀️component.rs	37	E0599	`impl Future<Output = Result<CommandReceipt, VcsError>>` is not an iterator
✏️s/🔌️plugins/🧩️puzzle/📦️packages/🦀️rust/././../../🗿️artifacts/🖐️5d/🏅️standards/🔖️1/🪆️subsets/✳️any/✏️editor/🌉️wasm/🦀️component.rs	42	E0599	`impl Future<Output = Result<CommandReceipt, VcsError>>` is not an iterator
✏️s/🔌️plugins/🧩️puzzle/📦️packages/🦀️rust/././../../🗿️artifacts/🖐️5d/🏅️standards/🔖️1/🪆️subsets/✳️any/✏️editor/🌉️wasm/🦀️component.rs	47	E0599	no method named `map_err` found for opaque type `impl Future<Output = Result<std::string::String, VcsError>>` in the current scope
✏️s/🔌️plugins/🧩️puzzle/📦️packages/🦀️rust/././../../🗿️artifacts/🖐️5d/🏅️standards/🔖️1/🪆️subsets/✳️any/✏️editor/🌉️wasm/🦀️component.rs	52	E0599	no method named `map_err` found for opaque type `impl Future<Output = Result<std::string::String, VcsError>>` in the current scope
✏️s/🔌️plugins/🧩️puzzle/📦️packages/🦀️rust/././../../🗿️artifacts/🖐️5d/🏅️standards/🔖️1/🪆️subsets/✳️any/✏️editor/🌉️wasm/🦀️component.rs	57	E0605	non-primitive cast: `impl Future<Output = u64>` as `u32`
✏️s/🔌️plugins/🧩️puzzle/📦️packages/🦀️rust/././././../../🗿️artifacts/◻2d/🏅️standards/🔖️1/🪆️subsets/✳️any/✏️editor/🎭️modes/✏️edit/🦀️component.rs	149	E0599	no method named `id` found for struct `SurfaceBuilder` in the current scope
✏️s/🔌️plugins/🧩️puzzle/📦️packages/🦀️rust/./././../../🗿️artifacts/🧊️3d/🏅️standards/🔖️1/🪆️subsets/✳️any/✏️editor/📌️panels/📄️artifact/🦀️component.rs	58	E0277	the trait bound `semio_framework_ui_contract::Label: From<LabelText>` is not satisfied
✏️s/🔌️plugins/🧩️puzzle/📦️packages/🦀️rust/./././../../🗿️artifacts/🧊️3d/🏅️standards/🔖️1/🪆️subsets/✳️any/✏️editor/📌️panels/📄️artifact/🦀️component.rs	58	E0277	the trait bound `semio_framework_ui_contract::Label: From<LabelText>` is not satisfied
✏️s/🔌️plugins/🧩️puzzle/📦️packages/🦀️rust/./././../../🗿️artifacts/🧊️3d/🏅️standards/🔖️1/🪆️subsets/✳️any/✏️editor/📌️panels/📄️artifact/🦀️component.rs	64	E0277	the trait bound `semio_framework_ui_contract::Label: From<LabelText>` is not satisfied
✏️s/🔌️plugins/🧩️puzzle/📦️packages/🦀️rust/./././../../🗿️artifacts/🧊️3d/🏅️standards/🔖️1/🪆️subsets/✳️any/✏️editor/📌️panels/📄️artifact/🦀️component.rs	64	E0277	the trait bound `semio_framework_ui_contract::Label: From<LabelText>` is not satisfied
✏️s/🔌️plugins/🧩️puzzle/📦️packages/🦀️rust/././././././../../🗿️artifacts/🧊️3d/🏅️standards/🔖️1/🪆️subsets/✳️any/✏️editor/🎭️modes/✏️edit/🪟️windows/🧊️main/🦀️component.rs	499	E0599	no method named `id` found for struct `SurfaceBuilder` in the current scope
✏️s/🔌️plugins/🧩️puzzle/📦️packages/🦀️rust/././././././../../🗿️artifacts/🖐️5d/🏅️standards/🔖️1/🪆️subsets/✳️any/✏️editor/🎭️modes/✏️edit/🪟️windows/◻2d/🦀️component.rs	176	E0599	no method named `id` found for struct `SurfaceBuilder` in the current scope
✏️s/🔌️plugins/🧩️puzzle/📦️packages/🦀️rust/././././././../../🗿️artifacts/🖐️5d/🏅️standards/🔖️1/🪆️subsets/✳️any/✏️editor/🎭️modes/✏️edit/🪟️windows/🧊️3d/🦀️component.rs	216	E0599	no method named `id` found for struct `SurfaceBuilder` in the current scope
